,Symbol,Company Name,Industry,Market Cap
1530,DM,desktop-metal,Computer Hardware,200979110
1531,DMAC,diamedica-rapeutics,Biotechnology,113861100
1532,DMK,dmk-pharmaceuticals,Drug Manufacturers - Specialty & Generic,6813855
1533,DMLP,"dorchester-minerals,",Oil & Gas E&P,1227079200
1534,DMRC,digimarc,Information Technology Services,756906722
1535,DMTK,dermtech,Diagnostics & Research,42118890
1536,DMYY,dmy-squared-technology-group,Shell Companies,84911584
1537,DNA,ginkgo-bioworks-holdings,Biotechnology,2690414595
1538,DNB,dun-&-bradstreet-holdings,Financial Data & Stock Exchanges,5096325600
1539,DNLI,denali-rapeutics,Biotechnology,2218061850
1540,DNMR,danimer-scientific,Specialty Chemicals,70230691
1541,DNN,denison-mines,Uranium,1841768428
1542,DNOW,now-inc,Oil & Gas Equipment & Services,1062246690
1543,DNTH,dianthus-rapeutics,Biotechnology,592227640
1544,DNUT,krispy-kreme,Grocery Stores,2289588000
1545,DO,diamond-offshore-drilling,Oil & Gas Drilling,1196144180
1546,DOC,physicians-realty-trust,REIT - Healthcare Facilities,2886999500
1547,DOCN,digitalocean-holdings,Software - Infrastructure,3073958086
1548,DOCS,doximity,Health Information Services,5110660045
1549,DOCU,docusign,Software - Application,11852644080
1550,DOGZ,dogness-(international),Leisure,7015126
1551,DOLE,dole-plc,Farm Products,1070462976
1552,DOMA,doma-holdings,Real Estate Services,54284268
1553,DOMH,dominari-holdings,Biotechnology,11706229
1554,DOMO,"domo,-inc",Software - Application,413779987
1555,DOOO,brp-inc,Recreational Vehicles,4767478143
1556,DOOR,masonite-international,Building Products & Equipment,2031490494
1557,DORM,dorman-products,Auto Parts,2606899799
1558,DOUG,douglas-elliman,Real Estate Services,189780163
1559,DOV,dover,Specialty Industrial Machinery,22207537500
1560,DOW,dow-inc,Chemicals,37468627740
1561,DOX,amdocs,Software - Infrastructure,10807160400
1562,DOYU,douyu-international-holdings,Internet Content & Information,247186150
1563,DPCS,dp-cap-acquisition-corp-i,Shell Companies,107314858
1564,DPRO,draganfly,Aerospace & Defense,16014093
1565,DPSI,decisionpoint-systems,Software - Application,53507122
1566,DPZ,dominos-pizza,Restaurants,14721874860
1567,DQ,daqo-new-energy,Semiconductor Equipment & Materials,1338388359
1568,DRCT,direct-digital-holdings,Advertising Agencies,150267565
1569,DRD,drdgold,Gold,658856004
1570,DRH,diamondrock-hospitality-,REIT - Hotel & Motel,1939049750
1571,DRI,darden-restaurants,Restaurants,19884319720
1572,DRIO,dariohealth,Diagnostics & Research,48986460
1573,DRMA,dermata-rapeutics,Biotechnology,1593662
1574,DRQ,dril-quip,Oil & Gas Equipment & Services,674090732
1575,DRRX,durect,Drug Manufacturers - Specialty & Generic,25324736
1576,DRS,leonardo-drs,Aerospace & Defense,5020673697
1577,DRTS,alpha-tau-medical,Biotechnology,228563538
1578,DRUG,bright-minds-biosciences,Biotechnology,9641894
1579,DRVN,driven-brands-holdings,Auto & Truck Dealerships,2187213060
1580,DSAQ,direct-selling-acquisition,Shell Companies,124800434
1581,DSGN,design-rapeutics,Biotechnology,133284760
1582,DSGR,distribution-solutions-group,Industrial Distribution,1560440260
1583,DSGX,-descartes-systems-group,Software - Application,7558450361
1584,DSKE,daseke,Trucking,383743565
1585,DSP,viant-technology,Software - Application,556095392
1586,DSS,"dss,-inc",Packaging & Containers,12413382
1587,DSWL,deswell-industries,Electronic Components,36811906
1588,DSX,diana-shipping,Marine Shipping,327891400
1589,DT,dynatrace,Software - Application,18476715800
1590,DTC,solo-brands,Internet Retail,243006447
1591,DTCK,davis-commodities,Farm Products,25065191
1592,DTE,dte-energy,Utilities - Regulated Electric,21673696561
1593,DTI,drilling-tools-international,Oil & Gas Equipment & Services,86328847
1594,DTIL,precision-biosciences,Biotechnology,45134414
1595,DTM,dt-midstream,Oil & Gas Midstream,5186009080
1596,DTSS,datasea,Software - Infrastructure,61602907
1597,DTST,data-storage,Information Technology Services,26546768
1598,DUET,duet-acquisition,Shell Companies,107472100
1599,DUK,duke-energy,Utilities - Regulated Electric,74157908640
1600,DUO,fangdd-network-group,Real Estate Services,34321872
1601,DUOL,duolingo,Software - Application,7521203754
1602,DUOT,duos-technologies-group,Software - Application,33554212
1603,DV,doubleverify-holdings,Software - Application,7076517180
1604,DVA,davita,Medical Care Facilities,10153473000
1605,DVAX,dynavax-technologies,Drug Manufacturers - Specialty & Generic,1648077750
1606,DVN,devon-energy,Oil & Gas E&P,26460910000
1607,DWAC,digital-world-acquisition,Shell Companies,1510753852
1608,DWSN,dawson-geophysical-,Oil & Gas Equipment & Services,54537771
1609,DX,dynex-capital,REIT - Mortgage,699001768
1610,DXC,dxc-technology-,Information Technology Services,4196265480
1611,DXCM,dexcom,Medical Devices,46735799040
1612,DXF,dunxin-financial-holdings,Credit Services,832328
1613,DXLG,destination-xl-group,Apparel Retail,250357536
1614,DXPE,dxp-enterprises,Industrial Distribution,524924180
1615,DXR,daxor,Medical Instruments & Supplies,38874268
1616,DXYN,-dixie-group,Textile Manufacturing,9328319
1617,DY,dycom-industries,Engineering & Construction,3385933203
1618,DYAI,dyadic-international,Biotechnology,40911762
1619,DYN,dyne-rapeutics,Biotechnology,1291510944
1620,DYNT,dynatronics,Medical Devices,2400892
1621,DZSI,dzs-inc,Communication Equipment,58213040
1622,E,eni-spa,Oil & Gas Integrated,53255320460
1623,EA,electronic-arts,Electronic Gaming & Multimedia,36751514240
1624,EAC,edify-acquisition,Shell Companies,89319668
1625,EAF,graftech-international,Electrical Equipment & Parts,336418480
1626,EAR,eargo,Medical Devices,54812736
1627,EARN,ellington-residential-mortgage-reit,REIT - Mortgage,99605070
1628,EAST,eastside-distilling,Beverages - Wineries & Distilleries,1671287
1629,EAT,brinker-international,Restaurants,2001074337
1630,EB,eventbrite,Software - Application,865359486
1631,EBAY,ebay,Internet Retail,21766860000
1632,EBC,eastern-bankshares,Banks - Regional,2452335300
1633,EBF,ennis,Business Equipment & Supplies,526291398
1634,EBMT,eagle-bancorp-montana,Banks - Regional,109197737
1635,EBON,ebang-international-holdings,Computer Hardware,58306488
1636,EBR,centrais-elétricas-brasileiras-sa---eletrobrás,Utilities - Regulated Electric,18735060677
1637,EBS,emergent-biosolutions,Drug Manufacturers - Specialty & Generic,84052728
1638,EBTC,enterprise-bancorp,Banks - Regional,342338010
1639,EC,ecopetrol,Oil & Gas Integrated,24238294650
1640,ECBK,ecb-bancorp,Banks - Regional,125249370
1641,ECC,eagle-point-credit-,Asset Management,775636848
1642,ECDA,ecd-automotive-design,Auto Manufacturers,30900000
1643,ECL,ecolab,Specialty Chemicals,56836956200
1644,ECO,okeanis-eco-tankers,Marine Shipping,956808640
1645,ECOR,electrocore,Medical Devices,44417908
1646,ECPG,encore-capital-group,Mortgage Finance,1182312150
1647,ECVT,ecovyst,Specialty Chemicals,1067115230
1648,ECX,ecarx-holdings,Auto Parts,931211263
1649,ED,consolidated-edison,Utilities - Regulated Electric,31449542000
1650,EDAP,edap-tms,Medical Devices,254362267
1651,EDBL,edible-garden-ag,Farm Products,2634697
1652,EDIT,editas-medicine,Biotechnology,580700007
1653,EDN,empresa-distribuidora-y-comercializadora-norte,Utilities - Regulated Electric,1306186676
1654,EDR,endeavor-group-holdings,Entertainment,7433701822
1655,EDRY,eurodry,Marine Shipping,57140040
1656,EDSA,edesa-biotech,Biotechnology,14367829
1657,EDTK,skillful-craftsman-education-technology,Education & Training Services,15603995
1658,EDU,new-oriental-education-&-technology-group,Education & Training Services,13472676800
1659,EDUC,educational-development,Publishing,16185646
1660,EE,excelerate-energy,Utilities - Renewable,1609078782
1661,EEFT,euronet-worldwide,Software - Infrastructure,4751426628
1662,EEIQ,epicquest-education-group-international,Education & Training Services,21505696
1663,EEX,emerald-holding,Advertising Agencies,389303956
1664,EFC,ellington-financial,REIT - Mortgage,976668000
1665,EFOI,energy-focus,"Furnishings, Fixtures & Appliances",5653297
1666,EFSC,enterprise-financial-services,Banks - Regional,1511125952
1667,EFSH,1847-holdings-llc,Conglomerates,1318437
1668,EFTR,effector-rapeutics,Biotechnology,27296544
1669,EFX,equifax,Consulting Services,30791928300
1670,EFXT,enerflex,Oil & Gas Equipment & Services,628314960
1671,EG,everest-re,Insurance - Reinsurance,16546495136
1672,EGAN,egain,Software - Application,246214264
1673,EGBN,eagle-bancorp,Banks - Regional,729900018
1674,EGHT,"8x8,-inc",Software - Application,369040905
1675,EGIO,edgio,Software - Infrastructure,57827437
1676,EGLE,eagle-bulk-shipping,Marine Shipping,536332860
1677,EGO,eldorado-gold,Gold,2509464790
1678,EGOX,nextego,Auto Manufacturers,25744487
1679,EGP,eastgroup-properties,REIT - Industrial,8483559544
1680,EGRX,eagle-pharmaceuticals,Drug Manufacturers - Specialty & Generic,75973950
1681,EGY,vaalco-energy,Oil & Gas E&P,435358260
1682,EH,ehang-holdings,Aerospace & Defense,618419200
1683,EHAB,enhabit,Medical Care Facilities,511520398
1684,EHC,encompass-health,Medical Care Facilities,7245419480
1685,EHTH,ehealth,Insurance Brokers,206212096
1686,EIG,employers-holdings,Insurance - Specialty,1048632939
1687,EIGR,eiger-biopharmaceuticals,Biotechnology,9631480
1688,EIX,edison-international,Utilities - Regulated Electric,25649259030
1689,EJH,e-home-household-service-holdings,Personal Services,6998512
1690,EKSO,ekso-bionics-holdings,Medical Instruments & Supplies,38125170
1691,EL,estee-lauder,Household & Personal Products,47994387199
1692,ELA,envela,Luxury Goods,120417000
1693,ELAB,elevai-labs,Biotechnology,14400898
1694,ELAN,elanco-animal-health,Drug Manufacturers - Specialty & Generic,7258914540
1695,ELBM,electra-battery-materials,Other Industrial Metals & Mining,21219694
1696,ELDN,eledon-pharmaceuticals,Biotechnology,41862713
1697,ELEV,elevation-oncology,Biotechnology,125123365
1698,ELF,elf-beauty,Household & Personal Products,9370616192
1699,ELLO,ellomay-capital,Utilities - Renewable,198058566
1700,ELMD,electromed,Medical Devices,88648754
1701,ELME,elme-communities,REIT - Office,1248101246
1702,ELP,cia-paranaense-de-energia-copel,Utilities - Diversified,5766009760
1703,ELPC,cia-paranaense-de-energia-copel,Utilities - Diversified,20004207913
1704,ELS,equity-lifestyle-properties,REIT - Residential,13416307508
1705,ELSE,electro-sensors,Scientific & Technical Instruments,14623933
1706,ELTK,eltek,Electronic Components,115121702
1707,ELTX,elicio-rapeutics,Biotechnology,42264860
1708,ELUT,elutia,Medical Devices,92790400
1709,ELV,elevance-health,Healthcare Plans,116332900080
1710,ELVA,electrovaya,Electrical Equipment & Parts,124843032
1711,ELVN,enliven-rapeutics,Biotechnology,635076920
1712,ELWS,earlyworks,Software - Application,6692533
1713,ELYM,eliem-rapeutics,Biotechnology,73067655
1714,EM,smart-share-global,Personal Services,141792411
1715,EMBC,embecta,Drug Manufacturers - Specialty & Generic,979827003
1716,EMCG,embrace-change-acquisition,Shell Companies,89762581
1717,EME,emcor-group,Engineering & Construction,11065313324
1718,EMKR,emcore,Semiconductors,50757607
1719,EML,-eastern-,Tools & Accessories,150033761
1720,EMLD,ftac-emerald-acquisition,Shell Companies,264824406
1721,EMN,eastman-chemical,Specialty Chemicals,9793386400
1722,EMR,emerson,Specialty Industrial Machinery,53577998000
1723,EMX,emx-royalty,Other Industrial Metals & Mining,168321000
1724,ENB,enbridge,Oil & Gas Midstream,75032621000
1725,ENCP,energem,Shell Companies,61437817
1726,ENFN,enfusion,Software - Application,692994860
1727,ENG,englobal,Engineering & Construction,7174818
1728,ENGN,engene-holdings,,179784500
1729,ENIC,enel-chile,Utilities - Regulated Electric,3928662880
1730,ENLC,"enlink-midstream,-llc",Oil & Gas Midstream,5390841800
1731,ENLT,enlight-renewable-energy,Utilities - Renewable,2058454350
1732,ENLV,enlivex-rapeutics,Biotechnology,50748243
1733,ENOV,enovis,Specialty Industrial Machinery,3259267770
1734,ENPH,enphase-energy,Solar,13895429760
1735,ENR,energizer-holdings,Electrical Equipment & Parts,2283743674
1736,ENS,enersys,Electrical Equipment & Parts,3944568124
1737,ENSC,ensysce-biosciences,Biotechnology,4845056
1738,ENSG,-ensign-group,Medical Care Facilities,6818296716
1739,ENSV,enservco,Oil & Gas Equipment & Services,5531822
1740,ENTA,enanta-pharmaceuticals,Biotechnology,259795680
1741,ENTG,entegris,Semiconductor Equipment & Materials,17934990960
1742,ENTX,entera-bio,Biotechnology,24174946
1743,ENV,envestnet,Software - Application,2860710742
1744,ENVA,enova-international,Credit Services,1612317824
1745,ENVB,enveric-biosciences,Biotechnology,2376351
1746,ENVX,enovix,Electrical Equipment & Parts,1620696840
1747,ENZ,enzo-biochem,Diagnostics & Research,64122046
1748,EOG,eog-resources,Oil & Gas E&P,64642177500
1749,EOLS,evolus,Drug Manufacturers - Specialty & Generic,769819929
1750,EOSE,eos-energy-enterprises,Electrical Equipment & Parts,232981870
1751,EP,empire-petroleum,Oil & Gas E&P,149028873
1752,EPAC,enerpac-tool-group,Specialty Industrial Machinery,1718067156
1753,EPAM,epam-systems,Information Technology Services,16811124760
1754,EPC,edgewell-personal-care-,Household & Personal Products,1874140996
1755,EPD,enterprise-products-partners-lp,Oil & Gas Midstream,57902320800
1756,EPIX,essa-pharma,Biotechnology,425529728
1757,EPM,evolution-petroleum,Oil & Gas E&P,177181650
1758,EPOW,sunrise-new-energy-co,Consulting Services,24600655
1759,EPR,epr-properties,REIT - Specialty,3238410906
1760,EPRT,essential-properties-realty-trust,REIT - Diversified,3867834960
1761,EPSN,epsilon-energy,Oil & Gas E&P,107256336
1762,EQ,equillium,Biotechnology,29493104
1763,EQBK,equity-bancshares,Banks - Regional,495556996
1764,EQC,equity-commonwealth,REIT - Office,2020058160
1765,EQH,equitable-holdings,Insurance - Diversified,11115913080
1766,EQIX,equinix,REIT - Specialty,79187831398
1767,EQNR,equinor-asa,Oil & Gas Integrated,84020006946
1768,EQR,equity-residential,REIT - Residential,22848053250
1769,EQS,equus-total-return,Asset Management,19871460
1770,EQT,eqt-corporation,Oil & Gas E&P,14413073280
1771,EQX,equinox-gold,Gold,1408414500
1772,ERAS,erasca,Biotechnology,256847900
1773,ERF,enerplus,Oil & Gas E&P,2807526140
1774,ERIC,telefonaktiebolaget-lm-ericsson-(publ),Communication Equipment,18590684066
1775,ERIE,erie-indemnity-,Insurance Brokers,16045631449
1776,ERII,energy-recovery,Pollution & Treatment Controls,874897092
1777,ERJ,embraer,Aerospace & Defense,3304011917
1778,ERNA,eterna-rapeutics,Biotechnology,8845890
1779,ERO,ero-copper,Copper,1468839072
1780,ES,eversource-energy,Utilities - Regulated Electric,19282795200
1781,ESAB,esab-corporation,Metal Fabrication,5329168186
1782,ESAC,esgen-acquisition,Shell Companies,157939336
1783,ESBA,"empire-state-realty-op,",REIT - Office,2568632394
1784,ESCA,escalade,Leisure,230640872
1785,ESE,esco-technologies,Scientific & Technical Instruments,2707481584
1786,ESEA,euroseas,Marine Shipping,272764293
1787,ESGL,esgl-holdings,Waste Management,6328817
1788,ESGR,enstar-group,Insurance - Diversified,4290673143
1789,ESHA,esh-acquisition,Shell Companies,151610240
1790,ESI,element-solutions,Specialty Chemicals,5376146160
1791,ESLA,estrella-immunopharma,Biotechnology,43297476
1792,ESLT,elbit-systems,Aerospace & Defense,9169485326
1793,ESNT,essent-group,Insurance - Specialty,5840839600
1794,ESOA,energy-services-of-america,Engineering & Construction,134020096
1795,ESP,espey-mfg-&-electronics,Electrical Equipment & Parts,60817976
1796,ESPR,esperion-rapeutics,Drug Manufacturers - Specialty & Generic,373215420
1797,ESQ,esquire-financial-holdings,Banks - Regional,415884313
1798,ESRT,empire-state-realty-trust,REIT - Diversified,1526118300
1799,ESS,essex-property-trust,REIT - Residential,15148849292
1800,ESSA,essa-bancorp,Banks - Regional,188952475
1801,ESTA,establishment-labs-holdings,Medical Devices,979166902
1802,ESTC,elastic,Software - Application,12413960300
1803,ET,energy-transfer-lp,Oil & Gas Midstream,48186201300
1804,ETAO,etao-international-co,Health Information Services,20827272
1805,ETD,ethan-allen-interiors,"Furnishings, Fixtures & Appliances",758940048
1806,ETN,eaton,Specialty Industrial Machinery,107850930000
1807,ETNB,89bio,Biotechnology,901836710
1808,ETON,eton-pharmaceuticals,Biotechnology,115183766
1809,ETR,entergy,Utilities - Regulated Electric,21272068265
1810,ETRN,equitrans-midstream,Oil & Gas Midstream,4484251350
1811,ETSY,"etsy,-inc",Internet Retail,9064772200
1812,ETWO,e2open-parent-holdings,Software - Application,1303380056
1813,EU,encore-energy,Uranium,859504200
1814,EUDA,euda-health-holdings,Health Information Services,31467436
1815,EURN,euronav-nv,Oil & Gas Midstream,3577902418
1816,EVA,enviva,Lumber & Wood Production,31998622
1817,EVAX,evaxion-biotech,Biotechnology,104081721
1818,EVBG,everbridge,Software - Application,977033889
1819,EVBN,evans-bancorp,Banks - Regional,162862623
1820,EVC,entravision-communications,Broadcasting,343187309
1821,EVCM,evercommerce,Software - Infrastructure,1880930230
1822,EVE,eve-mobility-acquisition,Shell Companies,170074564
1823,EVER,everquote,Internet Content & Information,452447042
1824,EVEX,eve-holding,Aerospace & Defense,1678106570
1825,EVGN,evogene,Biotechnology,38847531
1826,EVGO,"evgo,-inc",Specialty Retail,634630260
1827,EVGR,evergreen,Shell Companies,122660651
1828,EVH,evolent-health,Health Information Services,3422359200
1829,EVI,evi-industries,Industrial Distribution,319828236
1830,EVLV,evolv-technologies-holdings,Security & Protection Services,674062100
1831,EVO,evotec-se,Drug Manufacturers - Specialty & Generic,2554957067
1832,EVOK,evoke-pharma,Drug Manufacturers - Specialty & Generic,2341821
1833,EVR,evercore,Capital Markets,6661645858
1834,EVRG,evergy,Utilities - Regulated Electric,11646854700
1835,EVRI,everi-holdings,Gambling,887325642
1836,EVTC,evertec,Software - Infrastructure,2638233338
1837,EVTL,vertical-aerospace,Aerospace & Defense,148790961
1838,EVTV,envirotech-vehicles,Auto Manufacturers,31118566
1839,EW,edwards-lifesciences,Medical Devices,52213585000
1840,EWBC,east-west-bancorp,Banks - Diversified,9870737200
1841,EWCZ,european-wax-center,Household & Personal Products,949109082
1842,EWTX,edgewise-rapeutics,Biotechnology,1581940290
1843,EXAI,exscientia,Biotechnology,728398369
1844,EXAS,exact-sciences,Diagnostics & Research,11583442500
1845,EXC,exelon-corporation,Utilities - Regulated Electric,34193260950
1846,EXEL,exelixis,Biotechnology,6682831260
1847,EXFY,expensify,Software - Application,139838646
1848,EXK,endeavour-silver,Other Precious Metals & Mining,323494560
1849,EXLS,exlservice-holdings,Information Technology Services,5084576090
1850,EXP,eagle-materials,Building Materials,8138170746
1851,EXPD,expeditors,Integrated Freight & Logistics,18076214370
1852,EXPE,expedia-group,Travel Services,20973026199
1853,EXPI,exp-world-holdings,Real Estate Services,1927101470
1854,EXPO,exponent,Consulting Services,3968289936
1855,EXPR,express,Apparel Retail,18768763
1856,EXR,extra-space-storage,REIT - Industrial,30324731340
1857,EXTO,almacenes-éxito,Department Stores,924725250
1858,EXTR,extreme-networks,Communication Equipment,1631840260
1859,EYE,national-vision-holdings,Specialty Retail,1582908488
1860,EYEN,eyenovia,Biotechnology,79861182
1861,EYPT,eyepoint-pharmaceuticals,Biotechnology,1013379780
1862,EZFL,ezfill-holdings,Software - Application,6232811
1863,EZGO,ezgo-technologies,Recreational Vehicles,9807936
1864,EZPW,ezcorp,Credit Services,550453664
1865,F,ford,Auto Manufacturers,47735694000
1866,FA,first-advantage,Specialty Business Services,2406089600
1867,FAF,first-american-financial,Insurance - Specialty,6249673170
1868,FAMI,farmmi,Packaged Foods,6417626
1869,FANG,diamondback-energy,Oil & Gas E&P,26887126700
1870,FANH,fanhua,Insurance Brokers,321750454
1871,FARM,farmer-bros-co,Packaged Foods,77183676
1872,FARO,faro-technologies,Scientific & Technical Instruments,427040379
1873,FAST,fastenal,Industrial Distribution,40370328450
1874,FAT,fat-brands,Restaurants,140434650
1875,FATBB,fat-brands,Restaurants,134069871
1876,FATE,fate-rapeutics,Biotechnology,642885040
1877,FATH,fathom-digital-manufacturing,Computer Hardware,30003293
1878,FAZE,faze-holdings,Internet Content & Information,14750896
1879,FBIN,fortune-brands-innovations,Building Products & Equipment,9762274900
1880,FBIO,fortress-biotech,Biotechnology,33997080
1881,FBIZ,first-business-financial-services,Banks - Regional,292767629
1882,FBK,fb-financial,Banks - Regional,1723837120
1883,FBLG,fibrobiologics,Biotechnology,423858255
1884,FBMS,-first-bancshares,Banks - Regional,776633196
1885,FBNC,first-bancorp,Banks - Regional,1436794500
1886,FBP,first-bancorp,Banks - Regional,2872990800
1887,FBRT,franklin-bsp-realty-trust,REIT - Mortgage,1065145073
1888,FBRX,forte-biosciences,Biotechnology,21365039
1889,FBYD,falcon's-beyond-global,Conglomerates,1670613350
1890,FC,franklin-covey-co,Consulting Services,540482616
1891,FCAP,first-capital,Banks - Regional,100452787
1892,FCBC,first-community-bankshares,Banks - Regional,629475768
1893,FCCO,first-community,Banks - Regional,138613421
1894,FCEL,fuelcell-energy,Electrical Equipment & Parts,573791080
1895,FCF,first-commonwealth-financial,Banks - Regional,1382582940
1896,FCFS,firstcash-holdings,Credit Services,5236576111
1897,FCN,fti-consulting,Consulting Services,6838102929
1898,FCNCA,first-citizens-bancshares,Banks - Regional,23380379040
1899,FCNCO,first-citizens-bancshares,Banks - Regional,22707402810
1900,FCPT,four-corners-property-trust,REIT - Retail,2126470896
1901,FCUV,focus-universal,Scientific & Technical Instruments,96584481
1902,FCX,freeport-mcmoran,Copper,57502598000
1903,FDBC,fidelity-d-&-d-bancorp,Banks - Regional,276329939
1904,FDMT,4d-molecular-rapeutics,Biotechnology,747760464
1905,FDP,fresh-del-monte-produce,Farm Products,1180567575
1906,FDS,factset,Financial Data & Stock Exchanges,18539316928
1907,FDUS,fidus-investment,Asset Management,548298945
1908,FDX,fedex,Integrated Freight & Logistics,60564067480
1909,FE,firstenergy,Utilities - Regulated Electric,21110653850
1910,FEAM,5e-advanced-materials,Specialty Chemicals,82341346
1911,FEBO,fenbo-holdings,Consumer Electronics,66770000
1912,FEDU,four-seasons-education,Education & Training Services,19642399
1913,FEIM,frequency-electronics,Communication Equipment,103852083
1914,FELE,franklin-electric-co,Specialty Industrial Machinery,4451822931
1915,FEMY,femasys,Medical Instruments & Supplies,16875863
1916,FENC,fennec-pharmaceuticals,Biotechnology,268211429
1917,FENG,phoenix-new-media,Internet Content & Information,17105777
1918,FERG,ferguson,Industrial Distribution,39175684186
1919,FET,forum-energy-technologies,Oil & Gas Equipment & Services,193565070
1920,FEXD,fintech-ecosystem-development,Shell Companies,74844813
1921,FF,futurefuel,Chemicals,242448128
1922,FFBC,first-financial-bancorp,Banks - Regional,2105043221
1923,FFIC,flushing-financial,Banks - Regional,445979700
1924,FFIE,faraday-future-intelligent-electric,Auto Manufacturers,14601810
1925,FFIN,first-financial-bankshares,Banks - Regional,4491052230
1926,FFIV,f5-networks,Software - Infrastructure,10891357293
1927,FFNW,first-financial-northwest,Banks - Regional,192310735
1928,FFWM,first-foundation,Banks - Regional,503690992
1929,FG,f&g-annuities-&-life,Insurance - Life,5614724371
1930,FGBI,first-guaranty-bancshares,Banks - Regional,155264439
1931,FGEN,fibrogen,Biotechnology,182912772
1932,FGF,fg-financial-group,Insurance - Diversified,15415994
1933,FGH,fg-group-holdings,Leisure,29168136
1934,FGI,fgi-industries,"Furnishings, Fixtures & Appliances",15770000
1935,FHB,first-hawaiian,Banks - Regional,2716859480
1936,FHI,federated-hermes,Asset Management,3018606500
1937,FHLT,future-health-esg,Shell Companies,76725491
1938,FHN,first-horizon,Banks - Regional,7783665877
1939,FHTX,foghorn-rapeutics,Biotechnology,124962616
1940,FI,fiserv,Information Technology Services,86966949082
1941,FIAC,focus-impact-acquisition,Shell Companies,181803341
1942,FIBK,first-interstate-bancsystem,Banks - Regional,2772997180
1943,FICO,fico,Software - Application,31196841130
1944,FICV,frontier-investment,Shell Companies,87313473
1945,FIGS,"figs,-inc",Apparel Manufacturing,994513241
1946,FIHL,fidelis-insurance-holdings,Insurance - Diversified,1606107099
1947,FINV,finvolution-group,Credit Services,1339792445
1948,FINW,finwise-bancorp,Banks - Regional,161292376
1949,FIP,ftai-infrastructure,Conglomerates,425818852
1950,FIS,fidelity-national-information-services,Information Technology Services,36905828360
1951,FISI,financial-institutions,Banks - Regional,304975440
1952,FITB,fifth-third-bank,Banks - Regional,23052425450
1953,FIVE,five-below,Specialty Retail,9995968008
1954,FIVN,five9,Software - Infrastructure,5330790347
1955,FIX,comfort-systems-usa,Engineering & Construction,8260476092
1956,FIXX,homology-medicines,Biotechnology,40629585
1957,FIZZ,national-beverage,Beverages - Non-Alcoholic,4350231966
1958,FKWL,franklin-wireless,Communication Equipment,33113883
1959,FL,foot-locker,Apparel Retail,2778714718
1960,FLEX,flex-ltd,Electronic Components,10721458800
1961,FLFV,feutune-light-acquisition,Shell Companies,86888953
1962,FLGC,flora-growth,Drug Manufacturers - Specialty & Generic,8372772
1963,FLGT,fulgent-genetics,Diagnostics & Research,730455915
1964,FLIC,-first-of-long-island-corporation,Banks - Regional,273545524
1965,FLJ,flj-group,Real Estate Services,36144
1966,FLL,full-house-resorts,Resorts & Casinos,159793788
1967,FLME,flame-acquisition,Shell Companies,164823280
1968,FLNC,fluence-energy,Utilities - Renewable,3527132318
1969,FLNG,flex-lng,Oil & Gas Midstream,1546581301
1970,FLNT,fluent,Advertising Agencies,48661083
1971,FLO,flowers-foods,Packaged Foods,4963431200
1972,FLR,fluor,Engineering & Construction,6525362500
1973,FLS,flowserve,Specialty Industrial Machinery,5376944820
1974,FLT,fleetcor-technologies,Software - Infrastructure,21368803395
1975,FLUX,flux-power-holdings,Electrical Equipment & Parts,76379226
1976,FLWS,1-800-flowers,Specialty Retail,674292423
1977,FLXS,flexsteel-industries,"Furnishings, Fixtures & Appliances",146682582
1978,FLYW,flywire,Information Technology Services,2622707600
1979,FLYX,flyexclusive,Airlines,695166577
1980,FMAO,farmers-&-merchants-bancorp,Banks - Regional,298606470
1981,FMBH,first-mid-bancshares,Banks - Regional,734996449
1982,FMC,fmc,Agricultural Inputs,7663945370
1983,FMNB,farmers-national-banc,Banks - Regional,507415590
1984,FMS,fresenius-medical-care-ag-&-co-kgaa,Medical Care Facilities,11337478320
1985,FMX,fomento-económico-mexicano,Beverages - Brewers,29485108314
1986,FN,fabrinet,Electronic Components,8125405785
1987,FNA,paragon-28,Medical Devices,1114504745
1988,FNB,fnb,Banks - Regional,4693483320
1989,FNCB,fncb-bancorp,Banks - Regional,122707300
1990,FNCH,finch-rapeutics-group,Biotechnology,4311466
1991,FND,floor-&-decor-holdings,Home Improvement Retail,11153616200
1992,FNF,fidelity-national-financial,Insurance - Specialty,13798410600
1993,FNGR,fingermotion,Telecom Services,125058052
1994,FNKO,funko,Leisure,408810652
1995,FNLC,-first-bancorp,Banks - Regional,274012089
1996,FNV,franco-nevada,Gold,20604762750
1997,FNVT,finnovate-acquisition,Shell Companies,101307016
1998,FNWB,first-northwest-bancorp,Banks - Regional,134081054
1999,FNWD,finward-bancorp,Banks - Regional,104502636
2000,FOA,finance-of-america-companies,Credit Services,70363914
2001,FOLD,amicus-rapeutics,Biotechnology,3647980240
2002,FONR,fonar,Medical Devices,128049968
2003,FOR,forestar-group,Real Estate - Development,1560292884
2004,FORA,forian,Health Information Services,84563115
2005,FORD,forward-industries,Footwear & Accessories,7102201
2006,FORL,four-leaf-acquisition,Shell Companies,72402876
2007,FORM,formfactor,Semiconductors,3063082700
2008,FORR,forrester-research,Consulting Services,480397830
2009,FORTY,formula-systems-(1985),Information Technology Services,1056423030
2010,FOSL,fossil-group,Luxury Goods,58250025
2011,FOUR,shift4-payments,Software - Infrastructure,6261716644
2012,FOX,fox-corporation,Entertainment,14829453111
2013,FOXA,fox-corporation,Entertainment,14872853545
